Zeitstempel:                     Temperatur:
Fri Sep 29 14:01:05 CEST 2023    32.75
Fri Sep 29 14:01:05 CEST 2023    32.75
Fri Sep 29 14:01:05 CEST 2023    32.75
Fri Sep 29 14:01:06 CEST 2023    32.75
Fri Sep 29 14:01:06 CEST 2023    32.75
Fri Sep 29 14:01:06 CEST 2023    32.75
Fri Sep 29 14:01:06 CEST 2023    32.75
Fri Sep 29 14:01:07 CEST 2023    32.75
Fri Sep 29 14:01:07 CEST 2023    32.75
Fri Sep 29 14:01:07 CEST 2023    32.75
Fri Sep 29 14:01:07 CEST 2023    32.75
Fri Sep 29 14:01:08 CEST 2023    32.75
Fri Sep 29 14:01:08 CEST 2023    32.75
Fri Sep 29 14:01:08 CEST 2023    32.75
Fri Sep 29 14:01:08 CEST 2023    32.75
Fri Sep 29 14:01:08 CEST 2023    32.75
Fri Sep 29 14:01:09 CEST 2023    32.75
Fri Sep 29 14:01:09 CEST 2023    32.75
Fri Sep 29 14:01:09 CEST 2023    32.75
Fri Sep 29 14:01:09 CEST 2023    32.75
Fri Sep 29 14:01:10 CEST 2023    32.75
Fri Sep 29 14:01:10 CEST 2023    32.75
Fri Sep 29 14:01:10 CEST 2023    32.75
Fri Sep 29 14:01:10 CEST 2023    32.75
Fri Sep 29 14:01:11 CEST 2023    32.50
Fri Sep 29 14:01:11 CEST 2023    32.50
Fri Sep 29 14:01:11 CEST 2023    32.50
Fri Sep 29 14:01:11 CEST 2023    32.50
Fri Sep 29 14:01:12 CEST 2023    32.50
Fri Sep 29 14:01:12 CEST 2023    32.50
Fri Sep 29 14:01:12 CEST 2023    32.50
Fri Sep 29 14:01:12 CEST 2023    32.50
Fri Sep 29 14:01:13 CEST 2023    32.50
Fri Sep 29 14:01:13 CEST 2023    32.50
Fri Sep 29 14:01:13 CEST 2023    32.50
Fri Sep 29 14:01:13 CEST 2023    32.50
Fri Sep 29 14:01:13 CEST 2023    32.50
Fri Sep 29 14:01:14 CEST 2023    32.25
Fri Sep 29 14:01:14 CEST 2023    32.25
Fri Sep 29 14:01:14 CEST 2023    32.25
Fri Sep 29 14:01:14 CEST 2023    32.25
Fri Sep 29 14:01:15 CEST 2023    32.25
Fri Sep 29 14:01:15 CEST 2023    32.25
Fri Sep 29 14:01:15 CEST 2023    32.25
Fri Sep 29 14:01:15 CEST 2023    32.25
Fri Sep 29 14:01:16 CEST 2023    32.25
Fri Sep 29 14:01:16 CEST 2023    32.25
Fri Sep 29 14:01:16 CEST 2023    32.25
Fri Sep 29 14:01:16 CEST 2023    32.25
Fri Sep 29 14:01:17 CEST 2023    32.25
Fri Sep 29 14:01:17 CEST 2023    32.00
Fri Sep 29 14:01:17 CEST 2023    32.00
Fri Sep 29 14:01:17 CEST 2023    32.00
Fri Sep 29 14:01:18 CEST 2023    32.00
Fri Sep 29 14:01:18 CEST 2023    32.00
Fri Sep 29 14:01:18 CEST 2023    32.00
Fri Sep 29 14:01:18 CEST 2023    32.00
Fri Sep 29 14:01:18 CEST 2023    32.00
Fri Sep 29 14:01:19 CEST 2023    32.00
Fri Sep 29 14:01:19 CEST 2023    32.00
Fri Sep 29 14:01:19 CEST 2023    32.00
Fri Sep 29 14:01:19 CEST 2023    32.00
Fri Sep 29 14:01:20 CEST 2023    32.00
Fri Sep 29 14:01:20 CEST 2023    32.00
Fri Sep 29 14:01:20 CEST 2023    32.00
Fri Sep 29 14:01:20 CEST 2023    32.00
Fri Sep 29 14:01:21 CEST 2023    31.75
Fri Sep 29 14:01:21 CEST 2023    32.00
Fri Sep 29 14:01:21 CEST 2023    31.75
Fri Sep 29 14:01:21 CEST 2023    31.75
Fri Sep 29 14:01:22 CEST 2023    31.75
Fri Sep 29 14:01:22 CEST 2023    31.75
Fri Sep 29 14:01:22 CEST 2023    31.75
Fri Sep 29 14:01:22 CEST 2023    31.75
Fri Sep 29 14:01:23 CEST 2023    31.75
Fri Sep 29 14:01:23 CEST 2023    31.75
Fri Sep 29 14:01:23 CEST 2023    31.75
Fri Sep 29 14:01:23 CEST 2023    31.75
Fri Sep 29 14:01:23 CEST 2023    31.75
Fri Sep 29 14:01:24 CEST 2023    31.75
Fri Sep 29 14:01:24 CEST 2023    31.75
Fri Sep 29 14:01:24 CEST 2023    31.75
Fri Sep 29 14:01:24 CEST 2023    31.50
Fri Sep 29 14:01:25 CEST 2023    31.75
Fri Sep 29 14:01:25 CEST 2023    31.50
Fri Sep 29 14:01:25 CEST 2023    31.50
Fri Sep 29 14:01:25 CEST 2023    31.50
Fri Sep 29 14:01:26 CEST 2023    31.50
Fri Sep 29 14:01:26 CEST 2023    31.50
Fri Sep 29 14:01:26 CEST 2023    31.50
Fri Sep 29 14:01:26 CEST 2023    31.50
Fri Sep 29 14:01:27 CEST 2023    31.50
Fri Sep 29 14:01:27 CEST 2023    31.50
Fri Sep 29 14:01:27 CEST 2023    31.50
Fri Sep 29 14:01:27 CEST 2023    31.50
Fri Sep 29 14:01:28 CEST 2023    31.50
Fri Sep 29 14:01:28 CEST 2023    31.50
Fri Sep 29 14:01:28 CEST 2023    31.50
Fri Sep 29 14:01:28 CEST 2023    31.50
Fri Sep 29 14:01:28 CEST 2023    31.50
Fri Sep 29 14:01:29 CEST 2023    31.50
Fri Sep 29 14:01:29 CEST 2023    31.25
Fri Sep 29 14:01:29 CEST 2023    31.25
Fri Sep 29 14:01:29 CEST 2023    31.25
Fri Sep 29 14:01:30 CEST 2023    31.25
Fri Sep 29 14:01:30 CEST 2023    31.25
Fri Sep 29 14:01:30 CEST 2023    31.25
Fri Sep 29 14:01:30 CEST 2023    31.25
Fri Sep 29 14:01:31 CEST 2023    31.25
Fri Sep 29 14:01:31 CEST 2023    31.25
Fri Sep 29 14:01:31 CEST 2023    31.25
Fri Sep 29 14:01:31 CEST 2023    31.25
Fri Sep 29 14:01:32 CEST 2023    31.25
Fri Sep 29 14:01:32 CEST 2023    31.25
Fri Sep 29 14:01:32 CEST 2023    31.25
Fri Sep 29 14:01:32 CEST 2023    31.25
Fri Sep 29 14:01:33 CEST 2023    31.25
Fri Sep 29 14:01:33 CEST 2023    31.25
Fri Sep 29 14:01:33 CEST 2023    31.25
Fri Sep 29 14:01:33 CEST 2023    31.25
Fri Sep 29 14:01:34 CEST 2023    31.25
Fri Sep 29 14:01:34 CEST 2023    31.25
Fri Sep 29 14:01:34 CEST 2023    31.00
Fri Sep 29 14:01:34 CEST 2023    31.00
Fri Sep 29 14:01:34 CEST 2023    31.00
Fri Sep 29 14:01:35 CEST 2023    31.00
Fri Sep 29 14:01:35 CEST 2023    31.00
Fri Sep 29 14:01:35 CEST 2023    31.00
Fri Sep 29 14:01:35 CEST 2023    31.00
Fri Sep 29 14:01:36 CEST 2023    31.00
Fri Sep 29 14:01:36 CEST 2023    31.00
Fri Sep 29 14:01:36 CEST 2023    31.00
Fri Sep 29 14:01:36 CEST 2023    31.00
Fri Sep 29 14:01:37 CEST 2023    31.00
Fri Sep 29 14:01:37 CEST 2023    31.00
Fri Sep 29 14:01:37 CEST 2023    31.00
Fri Sep 29 14:01:37 CEST 2023    31.00
Fri Sep 29 14:01:38 CEST 2023    31.00
Fri Sep 29 14:01:38 CEST 2023    31.00
Fri Sep 29 14:01:38 CEST 2023    31.00
Fri Sep 29 14:01:38 CEST 2023    31.00
Fri Sep 29 14:01:39 CEST 2023    31.00
Fri Sep 29 14:01:39 CEST 2023    30.75
Fri Sep 29 14:01:39 CEST 2023    30.75
Fri Sep 29 14:01:39 CEST 2023    31.00
Fri Sep 29 14:01:39 CEST 2023    30.75
Fri Sep 29 14:01:40 CEST 2023    30.75
Fri Sep 29 14:01:40 CEST 2023    30.75
Fri Sep 29 14:01:40 CEST 2023    30.75
Fri Sep 29 14:01:40 CEST 2023    30.75
Fri Sep 29 14:01:41 CEST 2023    30.75
Fri Sep 29 14:01:41 CEST 2023    30.75
Fri Sep 29 14:01:41 CEST 2023    30.75
Fri Sep 29 14:01:41 CEST 2023    30.75
Fri Sep 29 14:01:42 CEST 2023    30.75
Fri Sep 29 14:01:42 CEST 2023    30.75
Fri Sep 29 14:01:42 CEST 2023    30.75
Fri Sep 29 14:01:42 CEST 2023    30.75
Fri Sep 29 14:01:43 CEST 2023    30.75
Fri Sep 29 14:01:43 CEST 2023    30.75
Fri Sep 29 14:01:43 CEST 2023    30.75
Fri Sep 29 14:01:43 CEST 2023    30.75
Fri Sep 29 14:01:44 CEST 2023    30.75
Fri Sep 29 14:01:44 CEST 2023    30.50
Fri Sep 29 14:01:44 CEST 2023    30.50
Fri Sep 29 14:01:44 CEST 2023    30.50
Fri Sep 29 14:01:44 CEST 2023    30.50
Fri Sep 29 14:01:45 CEST 2023    30.50
Fri Sep 29 14:01:45 CEST 2023    30.50
Fri Sep 29 14:01:45 CEST 2023    30.50
Fri Sep 29 14:01:45 CEST 2023    30.50
Fri Sep 29 14:01:46 CEST 2023    30.50
Fri Sep 29 14:01:46 CEST 2023    30.50
Fri Sep 29 14:01:46 CEST 2023    30.50
Fri Sep 29 14:01:46 CEST 2023    30.50
Fri Sep 29 14:01:47 CEST 2023    30.50
Fri Sep 29 14:01:47 CEST 2023    30.50
Fri Sep 29 14:01:47 CEST 2023    30.50
Fri Sep 29 14:01:47 CEST 2023    30.50
Fri Sep 29 14:01:48 CEST 2023    30.50
Fri Sep 29 14:01:48 CEST 2023    30.50
Fri Sep 29 14:01:48 CEST 2023    30.50
Fri Sep 29 14:01:48 CEST 2023    30.50
Fri Sep 29 14:01:49 CEST 2023    30.25
Fri Sep 29 14:01:49 CEST 2023    30.25
Fri Sep 29 14:01:49 CEST 2023    30.25
Fri Sep 29 14:01:49 CEST 2023    30.25
Fri Sep 29 14:01:49 CEST 2023    30.25
Fri Sep 29 14:01:50 CEST 2023    30.25
Fri Sep 29 14:01:50 CEST 2023    30.25
Fri Sep 29 14:01:50 CEST 2023    30.25
Fri Sep 29 14:01:50 CEST 2023    30.25
Fri Sep 29 14:01:51 CEST 2023    30.25
Fri Sep 29 14:01:51 CEST 2023    30.25
Fri Sep 29 14:01:51 CEST 2023    30.25
Fri Sep 29 14:01:51 CEST 2023    30.25
Fri Sep 29 14:01:52 CEST 2023    30.25
Fri Sep 29 14:01:52 CEST 2023    30.25
Fri Sep 29 14:01:52 CEST 2023    30.25
Fri Sep 29 14:01:52 CEST 2023    30.25
Fri Sep 29 14:01:53 CEST 2023    30.25
Fri Sep 29 14:01:53 CEST 2023    30.25
Fri Sep 29 14:01:53 CEST 2023    30.00
Fri Sep 29 14:01:53 CEST 2023    30.25
Fri Sep 29 14:01:54 CEST 2023    30.00
Fri Sep 29 14:01:54 CEST 2023    30.00
Fri Sep 29 14:01:54 CEST 2023    30.00
Fri Sep 29 14:01:54 CEST 2023    30.00
Fri Sep 29 14:01:55 CEST 2023    30.00
Fri Sep 29 14:01:55 CEST 2023    30.00
Fri Sep 29 14:01:55 CEST 2023    30.00
Fri Sep 29 14:01:55 CEST 2023    30.00
Fri Sep 29 14:01:55 CEST 2023    30.00
Fri Sep 29 14:01:56 CEST 2023    30.00
Fri Sep 29 14:01:56 CEST 2023    30.00
Fri Sep 29 14:01:56 CEST 2023    30.00
Fri Sep 29 14:01:56 CEST 2023    30.00
Fri Sep 29 14:01:57 CEST 2023    30.00
Fri Sep 29 14:01:57 CEST 2023    30.00
Fri Sep 29 14:01:57 CEST 2023    30.00
Fri Sep 29 14:01:57 CEST 2023    30.00
Fri Sep 29 14:01:58 CEST 2023    30.00
Fri Sep 29 14:01:58 CEST 2023    30.00
Fri Sep 29 14:01:58 CEST 2023    30.00
Fri Sep 29 14:01:58 CEST 2023    30.00
Fri Sep 29 14:01:59 CEST 2023    30.00
Fri Sep 29 14:01:59 CEST 2023    30.00
Fri Sep 29 14:01:59 CEST 2023    30.00
Fri Sep 29 14:01:59 CEST 2023    30.00
Fri Sep 29 14:02:00 CEST 2023    30.00
Fri Sep 29 14:02:00 CEST 2023    30.00
Fri Sep 29 14:02:00 CEST 2023    29.75
Fri Sep 29 14:02:00 CEST 2023    29.75
Fri Sep 29 14:02:00 CEST 2023    29.75
Fri Sep 29 14:02:01 CEST 2023    29.75
Fri Sep 29 14:02:01 CEST 2023    29.75
Fri Sep 29 14:02:01 CEST 2023    29.75
Fri Sep 29 14:02:01 CEST 2023    29.75
Fri Sep 29 14:02:02 CEST 2023    29.75
Fri Sep 29 14:02:02 CEST 2023    29.75
Fri Sep 29 14:02:02 CEST 2023    29.75
Fri Sep 29 14:02:02 CEST 2023    29.75
Fri Sep 29 14:02:03 CEST 2023    29.75
Fri Sep 29 14:02:03 CEST 2023    29.75
Fri Sep 29 14:02:03 CEST 2023    29.75
Fri Sep 29 14:02:03 CEST 2023    29.75
Fri Sep 29 14:02:04 CEST 2023    29.75
Fri Sep 29 14:02:04 CEST 2023    29.75
Fri Sep 29 14:02:04 CEST 2023    29.75
Fri Sep 29 14:02:04 CEST 2023    29.75
Fri Sep 29 14:02:05 CEST 2023    29.75
Fri Sep 29 14:02:05 CEST 2023    29.75
Fri Sep 29 14:02:05 CEST 2023    29.75
Fri Sep 29 14:02:05 CEST 2023    29.75
Fri Sep 29 14:02:05 CEST 2023    29.50
Fri Sep 29 14:02:06 CEST 2023    29.75
Fri Sep 29 14:02:06 CEST 2023    29.50
Fri Sep 29 14:02:06 CEST 2023    29.50
Fri Sep 29 14:02:06 CEST 2023    29.50
Fri Sep 29 14:02:07 CEST 2023    29.50
Fri Sep 29 14:02:07 CEST 2023    29.50
Fri Sep 29 14:02:07 CEST 2023    29.50
Fri Sep 29 14:02:07 CEST 2023    29.50
Fri Sep 29 14:02:08 CEST 2023    29.50
Fri Sep 29 14:02:08 CEST 2023    29.50
Fri Sep 29 14:02:08 CEST 2023    29.50
Fri Sep 29 14:02:08 CEST 2023    29.50
Fri Sep 29 14:02:09 CEST 2023    29.50
Fri Sep 29 14:02:09 CEST 2023    29.50
Fri Sep 29 14:02:09 CEST 2023    29.50
Fri Sep 29 14:02:09 CEST 2023    29.50
Fri Sep 29 14:02:10 CEST 2023    29.50
Fri Sep 29 14:02:10 CEST 2023    29.50
Fri Sep 29 14:02:10 CEST 2023    29.50
Fri Sep 29 14:02:10 CEST 2023    29.50
Fri Sep 29 14:02:10 CEST 2023    29.50
Fri Sep 29 14:02:11 CEST 2023    29.50
Fri Sep 29 14:02:11 CEST 2023    29.50
Fri Sep 29 14:02:11 CEST 2023    29.50
Fri Sep 29 14:02:11 CEST 2023    29.50
Fri Sep 29 14:02:12 CEST 2023    29.50
Fri Sep 29 14:02:12 CEST 2023    29.50
Fri Sep 29 14:02:12 CEST 2023    29.50
Fri Sep 29 14:02:12 CEST 2023    29.50
Fri Sep 29 14:02:13 CEST 2023    29.50
Fri Sep 29 14:02:13 CEST 2023    29.50
Fri Sep 29 14:02:13 CEST 2023    29.50
Fri Sep 29 14:02:13 CEST 2023    29.50
Fri Sep 29 14:02:14 CEST 2023    29.25
Fri Sep 29 14:02:14 CEST 2023    29.25
Fri Sep 29 14:02:14 CEST 2023    29.25
Fri Sep 29 14:02:14 CEST 2023    29.25
Fri Sep 29 14:02:15 CEST 2023    29.25
Fri Sep 29 14:02:15 CEST 2023    29.25
Fri Sep 29 14:02:15 CEST 2023    29.25
Fri Sep 29 14:02:15 CEST 2023    29.25
Fri Sep 29 14:02:15 CEST 2023    29.25
Fri Sep 29 14:02:16 CEST 2023    29.25
Fri Sep 29 14:02:16 CEST 2023    29.25
Fri Sep 29 14:02:16 CEST 2023    29.25
Fri Sep 29 14:02:16 CEST 2023    29.25
Fri Sep 29 14:02:17 CEST 2023    29.25
Fri Sep 29 14:02:17 CEST 2023    29.25
Fri Sep 29 14:02:17 CEST 2023    29.25
Fri Sep 29 14:02:17 CEST 2023    29.25
Fri Sep 29 14:02:18 CEST 2023    29.25
Fri Sep 29 14:02:18 CEST 2023    29.25
Fri Sep 29 14:02:18 CEST 2023    29.25
Fri Sep 29 14:02:18 CEST 2023    29.25
Fri Sep 29 14:02:19 CEST 2023    29.25
Fri Sep 29 14:02:19 CEST 2023    29.25
Fri Sep 29 14:02:19 CEST 2023    29.25
Fri Sep 29 14:02:19 CEST 2023    29.25
Fri Sep 29 14:02:20 CEST 2023    29.25
Fri Sep 29 14:02:20 CEST 2023    29.25
Fri Sep 29 14:02:20 CEST 2023    29.25
Fri Sep 29 14:02:20 CEST 2023    29.25
Fri Sep 29 14:02:20 CEST 2023    29.25
Fri Sep 29 14:02:21 CEST 2023    29.25
Fri Sep 29 14:02:21 CEST 2023    29.25
Fri Sep 29 14:02:21 CEST 2023    29.25
Fri Sep 29 14:02:21 CEST 2023    29.25
Fri Sep 29 14:02:22 CEST 2023    29.25
Fri Sep 29 14:02:22 CEST 2023    29.25
Fri Sep 29 14:02:22 CEST 2023    29.25
Fri Sep 29 14:02:22 CEST 2023    29.25
Fri Sep 29 14:02:23 CEST 2023    29.25
Fri Sep 29 14:02:23 CEST 2023    29.25
Fri Sep 29 14:02:23 CEST 2023    29.00
Fri Sep 29 14:02:23 CEST 2023    29.00
Fri Sep 29 14:02:24 CEST 2023    29.00
Fri Sep 29 14:02:24 CEST 2023    29.00
Fri Sep 29 14:02:24 CEST 2023    29.00
Fri Sep 29 14:02:24 CEST 2023    29.00
Fri Sep 29 14:02:25 CEST 2023    29.00
Fri Sep 29 14:02:25 CEST 2023    29.00
Fri Sep 29 14:02:25 CEST 2023    29.00
Fri Sep 29 14:02:25 CEST 2023    29.00
Fri Sep 29 14:02:25 CEST 2023    29.00
Fri Sep 29 14:02:26 CEST 2023    29.00
Fri Sep 29 14:02:26 CEST 2023    29.00
Fri Sep 29 14:02:26 CEST 2023    29.00
Fri Sep 29 14:02:26 CEST 2023    29.00
Fri Sep 29 14:02:27 CEST 2023    29.00
Fri Sep 29 14:02:27 CEST 2023    29.00
Fri Sep 29 14:02:27 CEST 2023    29.00
Fri Sep 29 14:02:27 CEST 2023    29.00
Fri Sep 29 14:02:28 CEST 2023    29.00
Fri Sep 29 14:02:28 CEST 2023    29.00
Fri Sep 29 14:02:28 CEST 2023    29.00
Fri Sep 29 14:02:28 CEST 2023    29.00
Fri Sep 29 14:02:29 CEST 2023    29.00
Fri Sep 29 14:02:29 CEST 2023    29.00
Fri Sep 29 14:02:29 CEST 2023    29.00
Fri Sep 29 14:02:29 CEST 2023    29.00
Fri Sep 29 14:02:30 CEST 2023    29.00
Fri Sep 29 14:02:30 CEST 2023    29.00
Fri Sep 29 14:02:30 CEST 2023    29.00
Fri Sep 29 14:02:30 CEST 2023    29.00
Fri Sep 29 14:02:31 CEST 2023    29.00
Fri Sep 29 14:02:31 CEST 2023    29.00
Fri Sep 29 14:02:31 CEST 2023    29.00
Fri Sep 29 14:02:31 CEST 2023    29.00
Fri Sep 29 14:02:31 CEST 2023    29.00
Fri Sep 29 14:02:32 CEST 2023    29.00
Fri Sep 29 14:02:32 CEST 2023    29.00
Fri Sep 29 14:02:32 CEST 2023    29.00
Fri Sep 29 14:02:32 CEST 2023    29.00
Fri Sep 29 14:02:33 CEST 2023    29.00
Fri Sep 29 14:02:33 CEST 2023    29.00
Fri Sep 29 14:02:33 CEST 2023    29.00
Fri Sep 29 14:02:33 CEST 2023    29.00
Fri Sep 29 14:02:34 CEST 2023    29.00
Fri Sep 29 14:02:34 CEST 2023    29.00
Fri Sep 29 14:02:34 CEST 2023    29.00
Fri Sep 29 14:02:34 CEST 2023    28.75
Fri Sep 29 14:02:35 CEST 2023    28.75
Fri Sep 29 14:02:35 CEST 2023    29.00
Fri Sep 29 14:02:35 CEST 2023    28.75
Fri Sep 29 14:02:35 CEST 2023    28.75
Fri Sep 29 14:02:36 CEST 2023    28.75
Fri Sep 29 14:02:36 CEST 2023    28.75
Fri Sep 29 14:02:36 CEST 2023    28.75
Fri Sep 29 14:02:36 CEST 2023    28.75
Fri Sep 29 14:02:36 CEST 2023    28.75
Fri Sep 29 14:02:37 CEST 2023    28.75
Fri Sep 29 14:02:37 CEST 2023    28.75
Fri Sep 29 14:02:37 CEST 2023    28.75
Fri Sep 29 14:02:37 CEST 2023    28.75
Fri Sep 29 14:02:38 CEST 2023    28.75
Fri Sep 29 14:02:38 CEST 2023    28.75
Fri Sep 29 14:02:38 CEST 2023    28.75
Fri Sep 29 14:02:38 CEST 2023    28.75
Fri Sep 29 14:02:39 CEST 2023    28.75
Fri Sep 29 14:02:39 CEST 2023    28.75
Fri Sep 29 14:02:39 CEST 2023    28.75
Fri Sep 29 14:02:39 CEST 2023    28.75
Fri Sep 29 14:02:40 CEST 2023    28.75
Fri Sep 29 14:02:40 CEST 2023    28.75
Fri Sep 29 14:02:40 CEST 2023    28.75
Fri Sep 29 14:02:40 CEST 2023    28.75
Fri Sep 29 14:02:41 CEST 2023    28.75
Fri Sep 29 14:02:41 CEST 2023    28.75
Fri Sep 29 14:02:41 CEST 2023    28.75
Fri Sep 29 14:02:41 CEST 2023    28.75
Fri Sep 29 14:02:41 CEST 2023    28.75
Fri Sep 29 14:02:42 CEST 2023    28.75
Fri Sep 29 14:02:42 CEST 2023    28.75
Fri Sep 29 14:02:42 CEST 2023    28.75
Fri Sep 29 14:02:42 CEST 2023    28.75
Fri Sep 29 14:02:43 CEST 2023    28.75
Fri Sep 29 14:02:43 CEST 2023    28.75
Fri Sep 29 14:02:43 CEST 2023    28.75
Fri Sep 29 14:02:43 CEST 2023    28.75
Fri Sep 29 14:02:44 CEST 2023    28.75
Fri Sep 29 14:02:44 CEST 2023    28.75
Fri Sep 29 14:02:44 CEST 2023    28.75
Fri Sep 29 14:02:44 CEST 2023    28.75
Fri Sep 29 14:02:45 CEST 2023    28.75
Fri Sep 29 14:02:45 CEST 2023    28.75
Fri Sep 29 14:02:45 CEST 2023    28.75
Fri Sep 29 14:02:45 CEST 2023    28.75
Fri Sep 29 14:02:46 CEST 2023    28.75
Fri Sep 29 14:02:46 CEST 2023    28.75
Fri Sep 29 14:02:46 CEST 2023    28.75
Fri Sep 29 14:02:46 CEST 2023    28.75
Fri Sep 29 14:02:46 CEST 2023    28.75
Fri Sep 29 14:02:47 CEST 2023    28.75
Fri Sep 29 14:02:47 CEST 2023    28.75
Fri Sep 29 14:02:47 CEST 2023    28.75
Fri Sep 29 14:02:47 CEST 2023    28.75
Fri Sep 29 14:02:48 CEST 2023    28.75
Fri Sep 29 14:02:48 CEST 2023    28.50
Fri Sep 29 14:02:48 CEST 2023    28.50
Fri Sep 29 14:02:48 CEST 2023    28.50
Fri Sep 29 14:02:49 CEST 2023    28.50
Fri Sep 29 14:02:49 CEST 2023    28.50
Fri Sep 29 14:02:49 CEST 2023    28.50
Fri Sep 29 14:02:49 CEST 2023    28.50
Fri Sep 29 14:02:50 CEST 2023    28.50
Fri Sep 29 14:02:50 CEST 2023    28.50
Fri Sep 29 14:02:50 CEST 2023    28.50
Fri Sep 29 14:02:50 CEST 2023    28.50
Fri Sep 29 14:02:51 CEST 2023    28.50
Fri Sep 29 14:02:51 CEST 2023    28.50
Fri Sep 29 14:02:51 CEST 2023    28.50
Fri Sep 29 14:02:51 CEST 2023    28.50
Fri Sep 29 14:02:52 CEST 2023    28.50
Fri Sep 29 14:02:52 CEST 2023    28.50
Fri Sep 29 14:02:52 CEST 2023    28.50
Fri Sep 29 14:02:52 CEST 2023    28.50
Fri Sep 29 14:02:52 CEST 2023    28.50
Fri Sep 29 14:02:53 CEST 2023    28.50
Fri Sep 29 14:02:53 CEST 2023    28.50
Fri Sep 29 14:02:53 CEST 2023    28.50
Fri Sep 29 14:02:53 CEST 2023    28.50
Fri Sep 29 14:02:54 CEST 2023    28.50
Fri Sep 29 14:02:54 CEST 2023    28.50
Fri Sep 29 14:02:54 CEST 2023    28.50
Fri Sep 29 14:02:54 CEST 2023    28.50
Fri Sep 29 14:02:55 CEST 2023    28.50
Fri Sep 29 14:02:55 CEST 2023    28.50
Fri Sep 29 14:02:55 CEST 2023    28.50
Fri Sep 29 14:02:55 CEST 2023    28.50
Fri Sep 29 14:02:56 CEST 2023    28.50
Fri Sep 29 14:02:56 CEST 2023    28.50
Fri Sep 29 14:02:56 CEST 2023    28.50
Fri Sep 29 14:02:56 CEST 2023    28.50
Fri Sep 29 14:02:57 CEST 2023    28.50
Fri Sep 29 14:02:57 CEST 2023    28.50
Fri Sep 29 14:02:57 CEST 2023    28.50
Fri Sep 29 14:02:57 CEST 2023    28.50
Fri Sep 29 14:02:57 CEST 2023    28.50
Fri Sep 29 14:02:58 CEST 2023    28.50
Fri Sep 29 14:02:58 CEST 2023    28.50
Fri Sep 29 14:02:58 CEST 2023    28.50
Fri Sep 29 14:02:58 CEST 2023    28.50
Fri Sep 29 14:02:59 CEST 2023    28.50
Fri Sep 29 14:02:59 CEST 2023    28.50
Fri Sep 29 14:02:59 CEST 2023    28.50
Fri Sep 29 14:02:59 CEST 2023    28.50
Fri Sep 29 14:03:00 CEST 2023    28.50
Fri Sep 29 14:03:00 CEST 2023    28.50
Fri Sep 29 14:03:00 CEST 2023    28.50
Fri Sep 29 14:03:00 CEST 2023    28.25
Fri Sep 29 14:03:01 CEST 2023    28.25
Fri Sep 29 14:03:01 CEST 2023    28.25
Fri Sep 29 14:03:01 CEST 2023    28.25
Fri Sep 29 14:03:01 CEST 2023    28.25
Fri Sep 29 14:03:02 CEST 2023    28.25
Fri Sep 29 14:03:02 CEST 2023    28.25
Fri Sep 29 14:03:02 CEST 2023    28.25
Fri Sep 29 14:03:02 CEST 2023    28.25
Fri Sep 29 14:03:02 CEST 2023    28.25
Fri Sep 29 14:03:03 CEST 2023    28.25
Fri Sep 29 14:03:03 CEST 2023    28.25
Fri Sep 29 14:03:03 CEST 2023    28.25
Fri Sep 29 14:03:03 CEST 2023    28.25
Fri Sep 29 14:03:04 CEST 2023    28.25
Fri Sep 29 14:03:04 CEST 2023    28.25
Fri Sep 29 14:03:04 CEST 2023    28.25
Fri Sep 29 14:03:04 CEST 2023    28.25
Fri Sep 29 14:03:05 CEST 2023    28.25
Fri Sep 29 14:03:05 CEST 2023    28.25
Fri Sep 29 14:03:05 CEST 2023    28.25
Fri Sep 29 14:03:05 CEST 2023    28.25
Fri Sep 29 14:03:06 CEST 2023    28.25
Fri Sep 29 14:03:06 CEST 2023    28.25
Fri Sep 29 14:03:06 CEST 2023    28.25
Fri Sep 29 14:03:06 CEST 2023    28.25
Fri Sep 29 14:03:07 CEST 2023    28.25
Fri Sep 29 14:03:07 CEST 2023    28.25
Fri Sep 29 14:03:07 CEST 2023    28.25
Fri Sep 29 14:03:07 CEST 2023    28.25
Fri Sep 29 14:03:07 CEST 2023    28.25
Fri Sep 29 14:03:08 CEST 2023    28.25
Fri Sep 29 14:03:08 CEST 2023    28.25
Fri Sep 29 14:03:08 CEST 2023    28.25
Fri Sep 29 14:03:08 CEST 2023    28.25
Fri Sep 29 14:03:09 CEST 2023    28.25
Fri Sep 29 14:03:09 CEST 2023    28.25
Fri Sep 29 14:03:09 CEST 2023    28.25
Fri Sep 29 14:03:09 CEST 2023    28.25
Fri Sep 29 14:03:10 CEST 2023    28.25
Fri Sep 29 14:03:10 CEST 2023    28.25
Fri Sep 29 14:03:10 CEST 2023    28.25
Fri Sep 29 14:03:10 CEST 2023    28.25
Fri Sep 29 14:03:11 CEST 2023    28.25
Fri Sep 29 14:03:11 CEST 2023    28.25
Fri Sep 29 14:03:11 CEST 2023    28.25
Fri Sep 29 14:03:11 CEST 2023    28.25
Fri Sep 29 14:03:12 CEST 2023    28.25
Fri Sep 29 14:03:12 CEST 2023    28.25
Fri Sep 29 14:03:12 CEST 2023    28.25
Fri Sep 29 14:03:12 CEST 2023    28.25
Fri Sep 29 14:03:12 CEST 2023    28.25
Fri Sep 29 14:03:13 CEST 2023    28.25
